"","eMat_GSE48581...1."
"233113_at",8.489997113
"233114_at",7.079651251
"233115_at",3.95754807
"233116_at",6.976021542
"233117_at",5.69498792
"233118_at",3.858111164
"233119_at",6.055313161
"233120_at",4.125349553
"233121_at",7.236680461
"233122_at",6.053591606
"233123_at",8.144618477
"233124_s_at",8.845538288
"233125_at",4.68484853
"233126_s_at",3.996810386
"233127_at",4.779810607
"233128_at",6.363300403
"233129_at",6.061586846
"233130_at",8.236205048
"233131_at",5.56333974
"233132_at",8.767923104
"233133_at",4.817220222
"233134_at",5.437494951
"233135_at",6.80318352
"233136_at",4.033043167
"233137_at",6.049992516
"233138_at",6.342066589
"233139_at",4.373197169
"233140_s_at",7.299401019
"233141_s_at",7.186757518
"233142_at",5.010818843
"233143_at",5.711441979
"233144_s_at",6.143436944
"233145_at",5.991678289
"233146_at",4.884095355
"233147_at",4.01618831
"233148_at",5.277190177
"233149_at",5.604944408
"233150_at",3.546440482
"233151_s_at",5.78760334
"233152_x_at",7.780178853
"233153_at",4.939618105
"233154_at",4.124077947
"233155_at",8.492352527
"233156_at",4.761404673
"233157_x_at",5.830761409
"233158_at",5.616238648
"233159_at",6.206960664
"233160_at",3.192622256
"233161_at",7.780562987
"233162_at",4.047829395
"233163_at",5.90870937
"233164_x_at",7.016399753
"233165_at",6.258388059
"233166_at",3.422321913
"233167_at",8.003431492
"233168_s_at",8.597050909
"233169_at",6.20022347
"233170_at",3.794307856
"233171_at",4.344419589
"233172_at",4.293454176
"233173_x_at",8.68691044
"233174_at",4.601646343
"233175_at",4.171890875
"233176_at",7.066875253
"233177_s_at",9.261803382
"233178_at",4.877493686
"233179_x_at",7.948604664
"233180_at",10.37875366
"233181_at",5.98708775
"233182_x_at",7.278505877
"233183_at",7.93561215
"233184_at",4.725726008
"233185_at",5.809784808
"233186_s_at",8.334034768
"233187_s_at",4.148378367
"233188_at",4.537945566
"233189_at",5.515969475
"233190_at",4.317167531
"233191_at",5.937764868
"233192_s_at",5.180933526
"233193_x_at",7.583493989
"233194_at",4.843147349
"233195_at",6.725802525
"233196_at",5.975413716
"233197_at",6.503316881
"233198_at",9.00578208
"233200_at",5.168163064
"233201_at",4.448892338
"233202_at",4.707388839
"233203_at",5.035964066
"233204_at",7.309600352
"233205_at",3.7153531
"233206_at",7.121786297
"233207_at",4.604625567
"233208_x_at",7.1964497
"233209_at",5.626812383
"233210_at",5.325531609
"233211_at",4.262343129
"233212_at",5.285231319
"233213_at",4.342398502
"233214_at",8.44485733
"233215_s_at",6.180992238
"233216_at",5.719956945
"233217_at",5.726905431
"233218_at",5.539969904
"233219_at",7.741339372
"233220_at",5.40518811
"233221_at",7.288968214
"233222_at",5.053767138
"233223_at",8.835407275
"233224_at",7.414440143
"233225_at",6.647154879
"233226_at",6.396069377
"233227_at",4.102567342
"233228_at",7.65663258
"233229_at",6.877748696
"233230_s_at",5.876654964
"233231_at",5.734839236
"233232_at",4.28147371
"233233_at",5.871453891
"233234_at",5.911654652
"233235_x_at",7.074308044
"233236_at",6.832955331
"233237_at",4.687070154
"233238_s_at",3.925517604
"233239_at",5.469138869
"233240_at",4.373972493
"233241_at",7.720051481
"233242_at",5.562421281
"233243_at",7.645814535
"233244_at",6.766809163
"233245_at",4.889379135
"233246_at",5.101947501
"233247_x_at",4.813118811
"233248_at",7.114723513
"233249_at",8.074167156
"233250_x_at",6.181415091
"233251_at",5.613222175
"233252_s_at",8.693861537
"233253_at",5.804850474
"233254_x_at",8.637340667
"233255_s_at",8.619922777
"233256_at",6.127010584
"233257_at",5.455927534
"233258_at",6.162933334
"233259_at",4.855494781
"233260_at",3.977155093
"233261_at",7.553691489
"233262_at",8.906904502
"233263_at",7.819963959
"233264_at",7.034986761
"233265_at",8.118992633
"233266_at",7.672360493
"233267_at",5.780600355
"233268_s_at",10.50337911
"233269_at",5.911654652
"233270_x_at",8.917870776
"233271_at",8.853827495
"233272_at",5.315384592
"233273_at",6.487741613
"233274_at",7.786145915
"233275_at",8.103555069
"233276_at",9.021544702
"233277_at",4.660894349
"233278_at",6.13046007
"233279_at",6.191763054
"233280_at",5.98615683
"233281_at",4.956133374
"233282_at",3.550256252
"233283_at",5.904521835
"233284_at",6.503394727
"233285_at",4.319013383
"233286_at",6.036671778
"233287_at",7.458955023
"233288_at",5.254485564
"233289_at",7.386895655
"233290_at",7.14896538
"233291_at",4.651788375
"233292_s_at",6.982300055
"233293_at",5.05572875
"233294_at",5.406728506
"233295_at",3.826570104
"233296_x_at",10.67594296
"233297_s_at",3.470240354
"233298_at",4.183323894
"233299_at",6.001212591
"233300_at",8.450704593
"233301_at",6.057913339
"233302_at",6.946771543
"233303_at",8.373142456
"233304_at",6.462746648
"233305_at",3.83604307
"233306_at",6.590474722
"233307_x_at",7.547304978
"233308_at",6.394867091
"233309_at",6.581524073
"233310_at",7.541182372
"233311_at",4.667611418
"233312_at",4.007483862
"233313_at",7.317044399
"233314_at",7.762725441
"233315_at",8.293372204
"233316_at",3.975929762
"233317_at",6.853534011
"233318_at",3.935007523
"233319_x_at",8.596113442
"233320_at",3.912375295
"233321_x_at",7.158284568
"233322_at",5.587224212
"233323_at",8.472482886
"233324_at",5.938785717
"233325_at",6.320787038
"233326_at",3.747882044
"233327_at",3.426239621
"233328_x_at",6.347583282
"233329_s_at",10.05347465
"233330_s_at",5.094329894
"233331_at",7.386711194
"233332_at",4.019583045
"233333_x_at",8.155633236
"233334_x_at",8.622205482
"233335_at",4.447989766
"233336_at",6.728226207
"233337_s_at",7.27184851
"233338_at",4.09446387
"233339_s_at",6.41025511
"233340_at",6.185089189
"233341_s_at",7.836530572
"233342_at",5.685735278
"233343_at",3.996694748
"233344_x_at",5.052415783
"233345_at",5.957448737
"233346_at",3.305185377
"233348_at",6.416370885
"233349_at",4.08958567
"233350_s_at",8.646850536
"233351_at",3.546568372
"233352_at",7.205840022
"233353_at",4.75493901
"233354_at",8.334880014
"233355_at",5.687295008
"233356_at",5.083444306
"233357_at",6.958893935
"233358_at",6.86664056
"233359_at",7.16556077
"233360_at",6.73479956
"233361_at",5.671458513
"233362_at",5.384124598
"233363_at",4.372870044
"233364_s_at",9.488178957
"233365_at",7.549501688
"233366_at",4.54452122
"233367_at",6.439692278
"233368_s_at",6.016545521
"233369_at",8.495652822
"233370_at",6.474505013
"233371_at",4.634784672
"233372_at",4.171237819
"233373_at",3.730037223
"233374_at",5.179945609
"233375_at",7.532259013
"233376_at",7.353805412
"233377_at",4.093534176
"233378_at",7.633306518
"233379_at",4.741308174
"233380_s_at",8.998116812
"233381_at",6.54083334
"233382_at",5.415461506
"233383_at",5.943685653
"233384_at",6.50604231
"233385_x_at",8.550636765
"233386_at",7.815101911
"233387_s_at",5.478033196
"233388_at",9.231064916
"233389_at",5.031471685
"233390_at",4.042377683
"233391_at",6.188996516
"233392_at",3.672803873
"233393_at",7.650735158
"233394_at",5.684012939
"233395_at",5.964328
"233396_s_at",6.662743512
"233397_at",3.877305077
"233398_at",6.536926685
"233399_x_at",9.102351557
"233400_at",6.326259109
"233401_at",6.42348938
"233402_at",6.288397141
"233403_x_at",7.023060388
"233404_at",3.716119004
"233405_at",6.144823137
"233406_at",5.269885687
"233407_at",3.135977318
"233408_at",4.800871133
"233409_at",6.47377799
"233410_at",6.453847892
"233411_at",7.665413372
"233412_x_at",6.720032042
"233413_at",3.554785788
"233414_at",4.658452615
"233415_at",3.471288969
"233416_at",5.008631779
"233417_at",8.964830556
"233418_at",5.679007874
"233419_at",5.090140684
"233420_at",4.091408658
"233421_s_at",5.31001561
"233422_at",6.324690884
"233423_at",6.437151419
"233424_at",4.813106995
"233425_at",5.935904778
"233426_at",4.55402693
"233427_x_at",9.19026054
"233428_at",6.826029964
"233429_at",6.014301619
"233430_at",7.196166583
"233431_x_at",7.846225513
"233432_at",5.67662783
"233433_at",5.571679157
"233434_at",3.529769845
"233435_at",6.663971641
"233436_at",3.89787428
"233437_at",4.845265403
"233438_at",6.333536744
"233439_at",6.406693258
"233440_at",8.34958632
"233441_at",3.226722605
"233442_at",9.368174412
"233443_at",6.299098177
"233444_at",5.68498952
"233445_at",5.108297046
"233446_at",5.00016937
"233447_at",5.563705664
"233448_s_at",5.629766793
"233449_at",7.934288897
"233450_at",7.337852283
"233451_at",7.043583358
"233452_at",4.904475108
"233453_at",5.006374339
"233454_at",6.814820962
"233455_at",7.088168721
"233456_at",4.897622004
"233457_at",4.253562228
"233458_at",6.771084094
"233459_at",5.743239239
"233460_at",3.394194936
"233461_x_at",8.057371915
"233462_at",5.951466772
"233463_at",6.43531703
"233464_at",3.694152671
"233465_at",5.104446127
"233466_at",5.497678662
"233467_s_at",6.577196159
"233468_at",3.725207383
"233469_at",5.07885278
"233470_at",5.134318905
"233471_at",4.221307686
"233472_at",4.236789276
"233473_x_at",8.759642588
"233474_at",4.977998188
"233475_at",7.020564733
"233476_at",8.063423988
"233477_at",4.583203813
"233478_at",7.719839098
"233479_at",6.947626355
"233480_at",6.942610948
"233481_at",4.887395522
"233482_at",4.346577456
"233483_at",6.616780083
"233484_at",5.048297438
"233485_at",3.838187669
"233486_at",7.518805475
"233487_s_at",7.108844962
"233488_at",3.889145148
"233489_at",5.906590317
"233490_at",4.880990248
"233491_at",4.581065159
"233492_s_at",4.905964247
"233493_at",5.512309351
"233494_at",4.229872352
"233495_at",5.565021684
"233496_s_at",8.065448507
"233497_at",5.679712988
"233498_at",8.898222011
"233499_at",3.571614631
"233500_x_at",6.153038131
"233501_at",5.622373332
"233502_at",3.871443129
"233503_at",4.558164062
"233504_at",5.883403195
"233505_at",3.839932667
"233506_at",7.153972526
"233507_at",5.043622819
"233508_at",4.463064911
"233509_at",6.014706009
"233510_s_at",6.398948535
"233511_at",7.101412195
"233512_at",3.896098408
"233513_at",4.636570139
"233514_x_at",4.761527227
"233515_at",5.916409996
"233516_s_at",6.705247352
"233517_s_at",6.365480035
"233518_at",7.722396823
"233519_at",7.259178513
"233520_s_at",9.035408367
"233521_at",5.317906173
"233522_at",5.859738577
"233523_at",5.018426617
"233524_at",4.958395352
"233525_s_at",6.18126434
"233526_at",6.105437272
"233527_at",6.587577959
"233528_s_at",7.343065761
"233529_at",4.223006708
"233530_at",7.361622855
"233531_at",6.705120901
"233532_x_at",6.622104102
"233533_at",5.578295918
"233534_at",3.625573593
"233535_at",6.13046007
"233536_at",7.041156027
"233537_at",6.911420229
"233538_s_at",4.540631024
"233539_at",8.725329599
"233540_s_at",8.278315082
"233541_at",5.844123514
"233542_at",3.743460443
"233543_s_at",6.761046907
"233544_at",4.671544812
"233545_at",4.955356608
"233546_at",5.373603962
"233547_x_at",7.646529683
"233548_at",4.032547968
"233549_at",4.921982581
"233550_s_at",7.006307234
"233551_at",5.075313143
"233552_at",5.558467921
"233553_at",5.887493867
"233554_at",7.392512371
"233555_s_at",8.0504259
"233556_at",5.247890791
"233557_s_at",8.196002294
"233558_s_at",8.329184439
"233559_s_at",8.474120808
"233560_x_at",6.012650242
"233561_at",3.99746491
"233562_at",7.221542306
"233563_s_at",8.269959256
"233564_s_at",6.941256171
"233565_s_at",7.582668898
"233566_at",4.69661435
"233567_at",5.827438307
"233568_x_at",8.739091052
"233569_at",4.210401631
"233570_at",7.378607609
"233571_x_at",10.1813536
"233572_s_at",6.710483495
"233573_s_at",6.90873538
"233574_at",4.690658392
"233575_s_at",4.964124393
"233576_at",3.469935172
"233577_at",4.20716453
"233578_at",4.233664848
"233579_at",4.501679671
"233580_at",7.362285423
"233581_at",3.987305811
"233582_at",5.345195676
"233583_at",5.56981018
"233584_at",4.483545078
"233585_at",6.355338829
"233586_s_at",6.74245134
"233587_s_at",8.352096674
"233588_x_at",9.608340693
"233589_x_at",7.674902392
"233590_at",4.619087096
"233591_at",3.540769039
"233592_at",5.720176034
"233593_at",6.119860403
"233594_at",4.170949737
"233595_at",9.540617602
"233596_at",6.272872355
"233597_at",5.659982832
"233598_at",5.121131197
"233599_at",8.509931001
"233600_at",4.823596974
"233601_at",6.477824472
"233602_at",3.4267885
"233603_at",4.057850156
"233604_at",8.906512101
"233605_x_at",7.247411879
"233606_at",4.918292435
"233607_at",9.467933616
"233608_at",8.127317027
"233609_at",6.1491993
"233610_at",4.809383022
"233611_at",7.779706802
"233612_at",6.759580243
"233613_x_at",4.978606884
"233614_at",6.746599844
"233615_at",3.708294536
"233616_at",3.182783927
"233617_at",5.906417387
"233618_at",6.745363397
"233619_at",5.020472582
"233620_at",2.956774758
"233621_s_at",4.380597097
"233622_x_at",3.117244474
"233623_at",6.307326347
"233624_at",4.765219952
"233625_x_at",8.75176273
"233626_at",8.51280209
"233627_at",5.661844995
"233628_at",3.970248595
"233629_at",4.862288052
"233630_at",6.447055243
"233631_x_at",6.05400242
"233632_s_at",9.521635543
"233633_at",3.974924315
"233634_at",7.585149781
"233635_at",5.905092104
"233636_at",3.401616038
"233637_at",5.99708766
"233638_s_at",6.439091885
"233639_at",3.812117519
"233640_x_at",4.786529166
"233641_s_at",6.550705682
"233642_s_at",9.415594806
"233643_at",4.984575857
"233644_at",4.578992306
"233645_s_at",7.731519223
"233646_at",6.028882893
"233647_s_at",9.094205183
"233648_at",8.592675758
"233649_at",5.011901947
"233650_at",4.30087563
"233651_s_at",8.241772378
"233652_at",5.112336612
"233653_at",3.782613254
"233654_at",6.567948992
"233655_s_at",6.13046007
"233656_s_at",9.223403133
"233657_at",6.453670126
"233658_at",8.769839815
"233659_at",3.69249353
"233660_at",6.703725119
"233661_at",4.791109511
"233662_at",3.114994547
"233663_s_at",4.029592462
"233664_at",7.27139966
"233665_x_at",9.817561257
"233666_at",4.709393004
"233667_at",4.272841455
"233668_at",4.495427996
"233669_s_at",5.709764614
"233670_at",4.733721316
"233671_at",4.319029493
"233672_s_at",3.601927644
"233673_at",5.526863557
"233674_at",8.857372984
"233675_s_at",5.777312802
"233676_at",5.84374777
"233677_at",6.302555418
"233678_at",6.197977369
"233679_at",6.407642981
"233680_at",3.944671036
"233681_at",3.852602305
"233682_at",3.312406918
"233683_at",3.205716432
"233684_at",5.40518811
"233685_at",4.805029579
"233686_at",5.754027151
"233687_s_at",6.595044401
"233688_at",4.910924044
"233689_at",7.589792191
"233690_at",7.221458112
"233691_at",7.171538668
"233692_at",6.286131668
"233693_at",6.714511123
"233694_at",7.228237111
"233695_s_at",4.625721464
"233696_at",6.581191954
"233697_at",3.608134202
"233698_at",6.414932262
"233699_at",5.12475045
"233700_at",6.571608351
"233701_at",7.384528708
"233702_x_at",10.92839274
"233703_x_at",2.992360194
"233704_at",4.075003393
"233705_at",4.561147598
"233706_at",5.034849794
"233707_at",4.564879899
"233708_at",5.733916763
"233709_at",7.173687848
"233710_at",4.521140074
"233711_at",3.273945943
"233712_at",8.371420364
"233713_at",7.59097608
"233714_at",3.33319326
"233715_at",4.725981675
"233716_at",5.151529881
"233717_x_at",6.10992916
"233718_at",4.234615098
"233719_s_at",5.999887692
"233720_at",7.539014045
"233721_x_at",3.319487815
"233722_at",3.867390012
"233723_at",4.221249893
"233724_at",6.085059061
"233725_at",5.473475785
"233726_at",5.893573089
"233727_at",6.922707527
"233728_at",7.031123127
"233729_at",6.808568465
"233730_at",6.360639116
"233731_at",4.920366558
"233732_at",8.133250408
"233733_at",6.058598434
"233734_s_at",7.811829384
"233735_at",4.920041128
"233736_at",6.038724645
"233737_s_at",3.748806017
"233738_at",4.344556699
"233739_at",3.432599792
"233740_at",4.16914038
"233741_at",6.851712968
"233742_at",6.887312656
"233743_x_at",6.568527663
"233744_at",3.659413522
"233745_at",5.496195607
"233746_x_at",10.37369831
"233747_at",5.238178613
"233748_x_at",9.111738375
"233749_at",5.660224903
"233750_s_at",6.837542041
"233751_at",4.322557694
"233752_s_at",5.889516367
"233753_at",4.534326936
"233754_x_at",6.883757496
"233755_at",3.093815772
"233756_at",6.411273007
"233757_x_at",8.036636189
"233759_s_at",10.43305803
"233760_at",3.626297098
"233761_at",6.600219291
"233762_at",6.231463336
"233763_at",6.752568612
"233764_s_at",6.400750662
"233765_at",6.413135312
"233766_at",3.862256488
"233767_at",6.803178183
"233768_at",6.485403272
"233769_at",4.235075867
"233770_at",6.597065871
"233771_at",6.230242705
"233772_at",3.445687318
"233773_at",6.331037989
"233774_at",5.690397004
"233775_x_at",8.395240277
"233776_at",6.087240908
"233777_at",5.891505088
"233778_at",5.114117125
"233779_x_at",7.004796398
"233780_at",5.025492509
"233781_s_at",6.060640313
"233782_at",6.924111757
"233783_at",5.969636699
"233784_at",4.306681168
"233785_at",6.012818215
"233786_at",5.328703043
"233787_at",5.600218537
"233788_at",5.813629626
"233789_at",3.499102211
"233790_at",5.367000527
"233791_at",4.736691423
"233792_at",5.156231084
"233793_at",3.42997039
"233794_at",5.515151117
"233795_at",6.315115511
"233796_at",5.300161971
"233797_s_at",4.433561129
"233798_at",3.626347756
"233799_at",6.961030758
"233800_at",7.680499618
"233801_s_at",6.980492858
"233802_at",6.336869091
"233803_s_at",6.234105843
"233804_at",4.670024428
"233805_at",4.192681588
"233806_at",5.781437176
"233807_at",7.626397731
"233808_at",5.033529041
"233809_at",6.729350486
"233810_x_at",6.917573389
"233811_at",6.866563541
"233812_at",6.293225462
"233813_at",8.090221488
"233814_at",7.01483613
"233815_at",4.773254488
"233816_at",7.273684561
"233817_at",6.500459041
"233818_at",4.61870462
"233819_s_at",7.38302309
"233820_at",6.026999431
"233821_at",3.609000896
"233822_x_at",3.176274185
"233823_at",6.17597098
"233824_at",8.023293311
"233825_s_at",8.200521933
"233826_at",4.378500034
"233827_s_at",7.682638673
"233828_at",4.005178845
"233829_at",5.371018253
"233830_at",4.327466775
"233831_at",4.770225015
"233832_at",6.803178183
"233833_at",7.172558168
"233834_at",6.506272688
"233835_at",6.711689612
"233836_at",7.455346949
"233837_at",6.452816443
"233838_at",3.886980653
"233839_at",3.637197163
"233840_at",6.234384964
"233841_s_at",8.554817231
"233842_x_at",9.710176809
"233843_at",7.008831989
"233844_at",6.011393161
"233845_at",3.353236501
"233846_at",6.466492819
"233847_x_at",3.160330535
"233848_x_at",5.964458482
"233849_s_at",9.43599954
"233850_s_at",7.00894445
"233851_s_at",7.930362439
"233852_at",7.053480456
"233853_at",3.698866825
"233854_x_at",6.476080527
"233855_at",5.521059511
"233856_at",3.636209965
"233857_s_at",5.166639114
"233858_at",3.78171845
"233859_at",6.257860133
"233860_s_at",5.849531132
"233861_at",3.598934763
"233862_at",5.885089936
"233863_at",5.934331734
"233864_s_at",10.11979124
"233865_at",5.138952917
"233866_at",6.633746701
"233867_at",8.124402622
"233868_x_at",8.500652362
"233869_x_at",6.878829023
"233870_at",6.377514098
"233871_at",4.049567145
"233872_x_at",3.785013584
"233873_x_at",9.268581486
"233874_at",7.991818953
"233875_at",3.717894484
"233876_at",6.928885501
"233877_at",7.791017608
"233878_s_at",8.315580889
"233879_at",4.457615168
"233880_at",7.973860512
"233881_s_at",7.131848349
"233882_s_at",7.688975075
"233883_at",5.679186553
"233884_at",6.495223195
"233885_at",5.173250754
"233886_at",4.579289085
"233887_at",6.712287319
"233888_s_at",7.725918834
"233889_at",5.622865393
"233890_at",5.060670701
"233891_at",5.264195777
"233892_at",5.90016342
"233893_s_at",9.240221466
"233894_x_at",7.213026399
"233895_at",6.987617417
"233896_s_at",6.763171988
"233897_at",4.855003749
"233898_s_at",10.36365412
"233899_x_at",7.416486038
"233900_at",5.171469859
"233901_at",4.292730184
"233902_at",5.153333591
"233903_s_at",4.497854055
"233904_at",3.232822504
"233905_at",6.12749973
"233906_at",3.545842475
"233907_s_at",5.630698916
"233908_x_at",6.649332477
"233909_at",6.075049457
"233910_at",3.677605348
"233911_s_at",5.408791432
"233912_x_at",7.60998923
"233913_at",5.217293886
"233914_s_at",8.187978913
"233915_at",6.153038131
"233916_at",4.278763756
"233917_s_at",7.229330884
"233918_at",6.558209391
"233919_s_at",8.422322309
"233920_at",5.61452385
"233921_s_at",6.333041714
"233922_at",6.205195507
"233923_at",4.594547041
"233924_s_at",6.741233793
"233925_at",5.038691325
"233926_at",3.76025154
"233927_at",3.867390012
"233928_at",5.208654336
"233929_x_at",9.991909771
"233930_at",6.183703122
"233931_at",7.496202471
"233932_at",4.479169686
"233933_s_at",6.961915403
"233934_at",3.44314429
"233935_at",5.725779846
"233936_s_at",9.231198178
"233937_at",5.737837522
"233938_at",6.802752182
"233939_at",6.866917537
"233940_at",6.554806978
"233941_at",6.529920605
"233942_at",4.5308207
"233943_x_at",6.879684444
"233944_at",3.759179196
"233945_at",4.193119032
"233946_at",5.742531975
"233947_s_at",4.386135539
"233948_at",3.764782882
"233949_s_at",5.91748735
"233950_at",4.853282798
"233951_at",4.864253528
"233952_s_at",8.617544865
"233953_at",3.67300069
"233954_at",4.454867583
"233955_x_at",11.17829518
"233956_at",5.555565042
"233957_at",5.203199818
"233958_at",6.454462329
"233959_at",6.201488248
"233960_s_at",6.999275163
"233961_at",7.36988338
"233962_at",5.205606162
"233963_at",4.575334083
"233964_at",7.212825849
"233965_at",3.631614775
"233966_at",6.202778334
"233967_at",4.871368204
"233968_at",5.538763072
"233969_at",5.007886019
"233970_s_at",8.561717801
"233971_at",6.094229571
"233972_s_at",3.517566296
"233973_at",4.146391953
"233974_s_at",7.213428271
"233975_at",4.854721524
"233976_at",7.771185913
"233977_at",7.605126672
"233978_at",4.297960818
"233979_s_at",5.641760431
"233980_s_at",6.542127971
"233981_at",5.713062261
"233982_x_at",8.693379056
"233983_at",6.449706775
"233984_at",5.855426819
"233985_x_at",7.521822009
"233986_s_at",6.47169998
"233987_at",5.352228275
"233988_x_at",5.39133099
"233989_at",4.083079352
"233990_at",4.836865832
"233991_at",6.444308669
"233992_x_at",7.414619105
"233993_at",5.913947175
"233994_at",4.03204426
"233995_at",7.762614249
"233996_x_at",3.232055875
"233997_at",6.300490384
"233998_x_at",5.839866662
"233999_s_at",6.463154021
"234000_s_at",11.92366772
"234001_s_at",7.146025941
"234002_at",5.443845197
"234003_at",5.840184681
"234004_at",5.536989901
"234005_x_at",8.370724019
"234006_s_at",5.690397004
"234007_at",4.136230265
"234008_s_at",7.352557796
"234009_at",3.753779956
"234010_at",6.555205965
"234011_at",5.385691642
"234012_at",6.603673603
"234013_at",5.173924667
"234014_at",3.824279347
"234015_at",7.957456555
"234016_at",5.670864363
"234017_at",5.209751575
"234018_s_at",4.9688315
"234019_at",4.117339037
"234020_x_at",4.093824521
"234021_at",6.670387105
"234022_at",3.319487815
"234023_s_at",3.470096328
"234024_at",5.960559926
"234025_at",3.816166248
"234026_at",7.067758478
"234027_at",4.200946239
"234028_at",5.116973261
"234029_at",4.095418716
"234030_at",3.777404796
"234031_at",5.237233504
"234032_at",9.19576692
"234033_at",7.769124011
"234034_at",6.602785456
"234035_at",4.581515338
"234036_x_at",6.410188748
"234037_s_at",6.294457181
"234038_at",3.499640635
"234039_at",6.914461603
"234040_at",3.574389983
"234041_at",6.373329694
"234042_at",6.438143093
"234043_at",6.208168046
"234044_at",6.307919643
"234045_x_at",6.511735539
"234046_at",6.271001438
"234047_at",5.385895328
"234048_s_at",6.138672886
"234049_at",5.516947277
"234050_at",5.026324031
"234051_at",4.42257786
"234052_at",5.382416144
"234053_at",5.794730417
"234054_at",6.13662455
"234055_s_at",5.650492689
"234056_at",5.307881497
"234057_at",5.495960529
"234058_at",5.069828403
"234059_at",4.716749127
"234060_at",5.359115612
"234061_at",6.072497859
"234062_at",6.868804434
"234063_at",6.387608142
"234064_at",3.65545796
"234065_at",4.6232978
"234066_at",7.085119899
"234067_at",4.874333409
"234068_s_at",5.214478221
"234069_at",5.085710152
"234070_at",7.094670597
"234071_at",4.500145827
"234072_at",6.883944079
"234073_at",5.943716186
"234074_at",8.301273768
"234075_at",4.157965178
"234076_at",6.684785316
"234077_at",5.921759849
"234078_at",6.261292678
"234079_at",8.039081326
"234080_at",3.47934499
"234081_at",7.19246197
"234082_at",7.566283476
"234083_at",4.56368629
"234084_x_at",8.157131947
"234085_at",4.308901028
"234086_at",6.747755006
"234087_at",4.711105112
"234088_at",7.950207557
"234089_at",6.889298112
"234090_at",4.231740939
"234091_at",6.759755124
"234092_s_at",6.677277639
"234093_at",5.144670626
"234094_x_at",4.10541517
"234095_at",6.274991164
"234096_at",3.963247951
"234097_s_at",3.386357613
"234098_at",6.806064177
"234099_at",6.539557884
"234100_at",4.101525387
"234101_at",5.279163143
"234102_at",6.670822363
"234103_at",6.160131321
"234104_at",7.098843092
"234105_at",8.448222096
"234106_s_at",6.654805699
"234107_s_at",10.37414733
"234108_at",3.223054514
"234109_x_at",6.095877813
"234110_at",3.384004464
"234111_at",8.475340234
"234112_at",3.620202122
"234113_at",6.319930638
"234114_at",4.510251094
"234115_s_at",3.458246992
"234116_at",5.317511877
"234117_at",4.570202418
"234118_at",8.673615972
"234119_at",5.336210635
"234120_at",5.993462773
"234121_at",5.207715966
"234122_at",6.659246621
"234123_at",3.672803873
"234124_at",5.062857316
"234125_at",6.590474722
"234126_at",3.315732241
"234127_at",5.832282889
"234128_at",6.532969694
"234129_at",4.126218572
"234130_at",5.893422389
"234131_at",5.148069969
"234132_at",5.397126486
"234133_s_at",5.913008057
"234134_at",3.296913254
"234135_x_at",7.820483222
"234136_at",3.194849365
"234137_s_at",4.98897524
"234138_at",3.565168922
"234139_s_at",3.675219632
"234140_s_at",7.672920959
"234141_s_at",4.802048621
"234142_at",3.779718473
"234143_at",6.735178919
"234144_at",4.870165758
"234145_at",4.073693418
"234146_at",4.752837884
"234147_at",5.351655335
"234148_at",8.387966662
"234149_at",6.303305664
"234150_at",7.31175758
"234151_at",7.774421288
"234152_at",4.9162693
"234153_at",5.110741814
"234154_at",3.681806879
"234155_at",3.221624346
"234156_at",6.258489867
"234157_at",6.085326297
"234158_at",6.943390608
"234159_at",7.274684955
"234160_at",4.850737471
"234161_at",4.866247615
"234162_at",5.881780403
"234163_at",4.438022652
"234164_at",6.127791371
"234165_at",5.068781326
"234166_at",4.094035799
"234167_at",4.276820007
"234168_at",5.173315245
"234169_at",3.657013426
"234170_at",4.094886401
"234171_at",4.748864025
"234172_at",4.756115892
"234173_s_at",5.227143839
"234174_at",4.440265577
"234175_at",5.691671963
"234176_at",5.079315879
"234177_at",6.236326351
"234178_at",4.300073322
"234179_at",4.658831804
"234180_at",3.761858597
"234181_at",4.465594895
"234182_at",6.438555992
"234183_at",4.939948065
"234184_at",4.217075525
"234185_at",3.342066298
"234186_at",5.875481198
"234187_at",6.57658135
"234188_at",5.757365336
"234189_at",4.159146856
"234190_at",5.06307505
"234191_at",6.211551865
"234192_s_at",8.552232372
"234193_at",7.130660514
"234194_at",4.390471993
"234195_at",6.507466684
"234196_at",6.88394444
"234197_at",4.745372869
"234198_at",5.53545502
"234199_at",6.64222089
"234200_at",6.49992265
"234201_x_at",7.288224287
"234202_at",3.625844253
"234203_at",4.86514451
"234204_at",3.354962316
"234205_at",3.961268843
"234206_at",6.585950671
"234207_at",7.231618317
"234208_at",6.442463487
"234209_at",3.365704014
"234210_x_at",7.4311145
"234211_at",5.963240833
"234212_at",3.55968929
"234213_at",3.720455893
"234214_at",6.607717234
"234215_at",4.331124889
"234216_at",7.349066022
"234217_at",4.090243348
"234218_at",3.527672392
"234219_at",7.763414551
"234220_at",3.852125679
"234221_at",3.386411136
"234222_at",6.982142366
"234223_at",5.213685779
"234224_at",7.489254478
"234225_at",6.413359336
"234226_at",5.942636159
"234227_at",4.127840336
"234228_at",4.24395715
"234229_at",5.765651084
"234230_at",3.714757812
"234231_at",5.155365408
"234232_at",5.102900008
"234233_s_at",4.250015898
"234234_at",4.864473507
"234235_at",4.270669422
"234236_at",4.659328538
"234237_s_at",4.497854055
"234238_at",5.215077068
"234239_at",6.151810399
"234240_at",3.419970623
"234241_at",7.90945244
